id,name,symbol,  high  ,  low  ,percentageChange,  change  ,  price  ,  quantity  ,issueDate, sharevolume , tradevolume ,   turnover   ,lastTradedTime,    marketCap    , marketCapPercentage , issuedQTY ,date_scraped
1481,RENUKA HOLDINGS PLC,RHL.X0000,upload_logo/Ou2cXXprvQWaAT6r_5Jul2023093116GMT_1688549476409.jpeg,43.8,40.9,1.9047619047619047,0.8,42.8,1,10/MAR/2008,2039749,37,85697786.0,2026-01-30 14:14:22,1035833573.2,0.01219057,24201719,2026-01-30
259,LANKA CERAMIC PLC,CERA.N0000,upload_logo/676_1601611077.jpeg,169.75,167.0,1.1976047904191616,2.0,169.0,179,07/APR/1993,1128,7,190984.25,2026-01-30 14:24:32,1014000000.0,0.0119336145,6000000,2026-01-30
5173,E M L CONSULTANTS PLC,EML.N0000,upload_logo/2386_1632584450.jpeg,11.8,10.6,-7.627118644067797,-0.9,10.9,1000,27/SEP/2021,1086346,358,11969207.0,2026-01-30 14:30:00,990810000.0,0.011660694,90900000,2026-01-30
357,SMB FINANCE PLC,SEMB.X0000,upload_logo/445_1192177094.gif,0.4,0.3,0.0,0.0,0.3,500,20/DEC/1993,1672494,38,545928.8,2026-01-30 14:29:52,924481113.6,0.01088008,3081603712,2026-01-30
187,MAHAWELI REACH HOTELS PLC,MRH.N0000,upload_logo/563_1601462254.jpeg,18.7,18.0,-2.6455026455026456,-0.5,18.4,3944,01/JAN/1982,19919,35,362252.8,2026-01-30 13:55:01,866022624.8,0.010192091,47066447,2026-01-30
5351,MYLAND DEVELOPMENTS PLC,MDL.N0000,upload_logo/2672_1640636102.jpeg,24.0,22.9,-2.100840336134454,-0.5,23.3,4928,28/DEC/2021,107680,59,2519600.7,2026-01-30 14:23:26,844625000.0,0.009940265,36250000,2026-01-30
1595,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,upload_logo/722_1192785554.gif,40.0,40.0,0.5025125628140703,0.2,40.0,260,26/JUL/2000,269,2,10760.0,2026-01-30 14:10:18,810026400.0,0.009533079,20250660,2026-01-30
2150,RAMBODA FALLS PLC,RFL.N0000,upload_logo/1185_1347261816.jpeg,39.6,38.5,-0.7575757575757576,-0.3,39.3,36,18/JUN/2012,138,4,5423.0,2026-01-30 14:26:32,786000000.0,0.009250317,20000000,2026-01-30
466,GESTETNER OF CEYLON PLC,GEST.N0000,upload_logo/746_1601459113.jpeg,290.0,235.0,17.27467811158798,40.25,273.25,498,01/JAN/1965,109704,312,28224408.25,2026-01-30 14:29:44,726247129.0,0.008547094,2657812,2026-01-30
243,SERENDIB LAND PLC,SLND.N0000,upload_logo/630_1192683179.gif,1800.0,1750.0,-1.3364563240562137,-24.25,1790.25,5,01/JAN/1983,633,15,1133525.0,2026-01-30 13:21:48,714141466.5,0.008404624,398906,2026-01-30
384,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,upload_logo/763_1193039070.gif,2.6,2.4,-4.0,-0.1,2.4,100000,01/JAN/1965,832982,90,2020572.2,2026-01-30 14:28:31,679200000.0,0.007993403,283000000,2026-01-30
2091,GREENTECH ENERGY PLC,MEL.N0000,upload_logo/Ehl7iE9DqgrZwAbZ_13Feb2024123138GMT_1707827498001.jpeg,7.5,6.1,-8.333333333333334,-0.6,6.6,100,25/APR/2012,4587228,787,30979469.0,2026-01-30 14:29:52,660000000.0,0.007767441,100000000,2026-01-30
4562,LAUGFS POWER PLC,LPL.X0000,upload_logo/1930_1583209637.jpeg,10.1,10.0,1.0101010101010102,0.1,10.0,965,30/OCT/2019,7058,13,71104.2,2026-01-30 14:25:03,520000000.0,0.006119802,52000000,2026-01-30
4966,CHRISSWORLD PLC,CWL.N0000,upload_logo/2236_1621314719.jpeg,17.8,16.4,-3.977272727272727,-0.7,16.9,1,18/MAY/2021,22095,39,369256.5,2026-01-30 14:28:56,507000000.0,0.0059668072,30000000,2026-01-30
241,KERNER HAUS GLOBAL SOLUTIONS PLC,CPRT.N0000,upload_logo/1LTQGJ3waHpDHPKW_4Nov2025090350GMT_1762247030603.jpeg,850.0,799.75,8.839779005524862,68.0,837.25,1,01/JAN/1974,259,26,218571.0,2026-01-30 13:32:33,502492332.5,0.0059137573,600170,2026-01-30
5472,EXTERMINATORS PLC,EXT.N0000,upload_logo/2741_1648550242.jpeg,9.7,8.7,0.0,0.0,9.0,622,30/MAR/2022,492919,80,4462288.9,2026-01-30 14:27:39,475672131.0,0.005598114,52852459,2026-01-30
1800,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,,,,0.0,0.0,22.4,,08/JUN/2011,,,,,448000000.0,0.005272445,20000000,2026-01-30
526,OFFICE EQUIPMENT PLC,OFEQ.N0000,upload_logo/769_1603173546.jpeg,540.0,507.0,0.0,0.0,530.0,9,01/JAN/1974,40,7,20746.5,2026-01-30 14:28:38,441786800.0,0.0051993225,833560,2026-01-30
1521,RENUKA FOODS PLC,COCO.X0000,upload_logo/461_1414044348.jpeg,57.4,52.1,-4.601769911504425,-2.6,53.9,1,06/JUN/1994,18911,45,1013110.3,2026-01-30 14:26:40,393836520.0,0.004635003,7306800,2026-01-30
487,PARAGON CEYLON PLC,PARA.N0000,upload_logo/743_1603173619.jpeg,315.0,300.0,2.6101141924959217,8.0,314.5,5,01/JAN/1974,147,7,46230.0,2026-01-30 14:28:56,314588060.0,0.0037023397,1000280,2026-01-30
2035,AGSTAR PLC,AGST.X0000,upload_logo/1121_1601609820.jpeg,12.4,12.4,0.0,0.0,12.0,9,16/FEB/2012,9,1,111.6,2026-01-30 09:30:00,314526420.0,0.0037016144,26210535,2026-01-30
203,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,upload_logo/770_1193045557.gif,126.5,115.25,-1.6194331983805668,-2.0,121.5,25,01/JAN/1983,7243,77,880452.25,2026-01-30 14:29:28,291600000.0,0.0034317968,2400000,2026-01-30
2997,TESS AGRO PLC,TESS.X0000,upload_logo/781_1601463701.jpeg,1.5,1.3,0.0,0.0,1.3,1769,31/DEC/2002,807703,70,1087402.7,2026-01-30 14:27:32,86666667.1,0.001019967,66666667,2026-01-30
301,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,upload_logo/663_1601449179.jpeg,,,0.0,0.0,0.0,,31/MAR/1992,,,,,,0.0,225976714,2026-01-30
311,CITY HOUSING & REAL ESTATE CO. PLC,CHOU.N0000,upload_logo/616_1192614721.gif,,,0.0,0.0,0.0,,29/APR/1988,,,,,,0.0,13379850,2026-01-30
335,C. W. MACKIE PLC,CWM.N0000,upload_logo/765_1601449476.jpeg,,,0.0,0.0,0.0,,09/JAN/1995,,,,,,0.0,35988556,2026-01-30
7,KELSEY DEVELOPMENTS PLC,KDL.N0000,upload_logo/625_1631432767.jpeg,,,0.0,0.0,0.0,,01/JAN/1984,,,,,,0.0,17429274,2026-01-30
128,BROWNS BEACH HOTELS PLC,BBH.N0000,upload_logo/525_1601449307.jpeg,,,0.0,0.0,0.0,,22/FEB/1993,,,,,,0.0,129600000,2026-01-30
2846,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,upload_logo/1283_1374033719.jpeg,,,0.0,0.0,0.0,,17/JUL/2013,,,,,,0.0,1281320814,2026-01-30
153,STANDARD CAPITAL PLC,SING.N0000,,,,0.0,0.0,0.0,,01/JAN/1983,,,,,,0.0,5540828,2026-01-30
160,ASIA CAPITAL PLC,ACAP.N0000,upload_logo/363_1369737398.jpeg,,,0.0,0.0,0.0,,22/SEP/1994,,,,,,0.0,131329995,2026-01-30
218,NATION LANKA FINANCE PLC,CSF.N0000,upload_logo/368_1519372446.jpeg,,,0.0,0.0,0.0,,13/JUN/1994,,,,,,0.0,6996774035,2026-01-30
1802,BIMPUTH LANKA INVESTMENTS PLC,BLI.N0000,upload_logo/1067_1631431630.jpeg,,,0.0,0.0,0.0,,13/JUN/2011,,,,,,0.0,107733344,2026-01-30
135,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,upload_logo/663_1601449179.jpeg,,,0.0,0.0,0.0,,31/MAR/1992,,,,,,0.0,699524300,2026-01-30
297,JOHN KEELLS HOLDINGS PLC,JKH.N0000,upload_logo/dzfJJcujeDHnGn8j_27Dec2025052535GMT_1766813135197.jpeg,22.7,22.4,-0.8810572687224669,-0.2,22.5,500,23/OCT/1986,2468555,477,55608770.4,2026-02-02 14:29:56,398053259595.0,4.7092543,17691255982,2026-02-02
208,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,upload_logo/328m7MwB2CexSgiJ_3Jan2024051241GMT_1704258761020.jpeg,228.75,223.0,-0.9911894273127754,-2.25,224.75,287,01/JAN/1970,126378,450,28346958.25,2026-02-02 14:29:38,346078715461.0,4.0943584,1539838556,2026-02-02
381,CEYLON TOBACCO COMPANY PLC,CTC.N0000,upload_logo/460_1603172267.jpeg,1740.0,1729.0,0.0,0.0,1729.75,4,01/JAN/1955,9989,58,17272429.25,2026-02-02 14:28:58,324023258292.25,3.8334265,187323751,2026-02-02
471,DIALOG AXIATA PLC,DIAL.N0000,upload_logo/389_1601452556.jpeg,33.0,32.4,-0.6116207951070336,-0.2,32.5,6000,28/JUL/2005,845460,229,27497058.2,2026-02-02 14:29:15,299010887305.0,3.5375123,9200334994,2026-02-02
410,L O L C HOLDINGS PLC,LOLC.N0000,upload_logo/378_1601611239.jpeg,609.5,595.0,-1.1494252873563218,-7.0,602.0,30,01/JAN/1982,58395,266,35163215.0,2026-02-02 14:29:50,286070400000.0,3.384417,475200000,2026-02-02
68,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,upload_logo/463_1601452641.jpeg,60.4,59.8,-0.16638935108153077,-0.1,60.0,20,10/AUG/1992,132121,132,7920232.9,2026-02-02 14:26:39,276000000000.0,3.2652771,4600000000,2026-02-02
3695,MELSTACORP PLC,MELS.N0000,upload_logo/1507_1483005125.jpeg,184.25,180.0,-1.6282225237449117,-3.0,181.25,20,30/DEC/2016,36253,113,6582508.5,2026-02-02 14:29:24,211228219300.0,2.4989808,1165397072,2026-02-02
551,CARGILLS (CEYLON) PLC,CARG.N0000,upload_logo/457_1601449513.jpeg,771.0,755.0,0.9829619921363041,7.5,770.5,2,01/JAN/1946,818,44,623209.5,2026-02-02 14:27:08,198540691735.5,2.3488781,257677731,2026-02-02
172,HATTON NATIONAL BANK PLC,HNB.N0000,upload_logo/q5ADDCBJcSu1tpSc_16May2023081336GMT_1684224816035.jpeg,426.75,422.25,-0.46920821114369504,-2.0,424.25,10,01/JAN/1971,69231,231,29335503.25,2026-02-02 14:28:21,193444625094.5,2.288588,455968474,2026-02-02
556,SRI LANKA TELECOM PLC,SLTL.N0000,upload_logo/390_1645355503.jpeg,107.25,103.5,-0.9411764705882353,-1.0,105.25,14,14/JAN/2003,66625,136,7026253.0,2026-02-02 14:24:04,189961515000.0,2.2473803,1804860000,2026-02-02
266,SAMPATH BANK PLC,SAMP.N0000,upload_logo/431_1601463036.jpeg,156.0,154.75,-0.1610305958132045,-0.25,155.0,291,10/JUN/1987,224742,522,34850628.25,2026-02-02 14:29:46,181768617800.0,2.1504526,1172700760,2026-02-02
175,HAYLEYS PLC,HAYL.N0000,upload_logo/505_1600924002.jpeg,240.5,238.0,-0.4153686396677051,-1.0,239.75,40,01/JAN/1953,36537,218,8751891.0,2026-02-02 14:29:53,179812500000.0,2.1273103,750000000,2026-02-02
1847,LOLC FINANCE PLC,LOFC.N0000,upload_logo/TsNgkWUI2a1CtTbN_27Dec2025051430GMT_1766812470566.jpeg,6.2,5.9,-1.6666666666666667,-0.1,5.9,2,07/JUL/2011,1870855,243,11069703.2,2026-02-02 14:30:05,174404868249.9,2.0633342,29560147161,2026-02-02
415,LION BREWERY (CEYLON) PLC,LION.N0000,upload_logo/485_1416393938.jpeg,1782.0,1775.0,-0.2801120448179272,-5.0,1780.0,5,22/JAN/1997,125,6,222474.0,2026-02-02 13:49:32,142400000000.0,1.6846937,80000000,2026-02-02
336,CARSON CUMBERBATCH PLC,CARS.N0000,upload_logo/502_1192518083.gif,749.5,697.0,-1.3389711064129668,-9.5,700.0,10,01/JAN/1967,2090,40,1463527.5,2026-02-02 14:22:40,137470839800.0,1.6263782,196386914,2026-02-02
510,C T HOLDINGS PLC,CTHR.N0000,upload_logo/503_1601610958.jpeg,659.75,647.0,0.0,0.0,650.0,2,01/JAN/1928,47,6,30433.75,2026-02-02 13:53:40,130914535700.0,1.5488124,201406978,2026-02-02
1848,VALLIBEL ONE PLC,VONE.N0000,upload_logo/1074_1601464262.jpeg,110.0,109.0,0.0,0.0,109.25,11000,08/JUL/2011,209388,96,22850400.75,2026-02-02 14:27:41,124426534107.0,1.4720547,1138915644,2026-02-02
512,SINGER (SRI LANKA) PLC,SINS.N0000,upload_logo/772_1601463343.jpeg,97.1,95.4,-1.440329218106996,-1.4,95.8,50,01/JAN/1981,114157,61,10955855.9,2026-02-02 14:28:50,111857795969.6,1.3233576,1167617912,2026-02-02
426,CEYLON COLD STORES PLC,CCS.N0000,upload_logo/462_1603172226.jpeg,114.75,112.0,-1.3157894736842106,-1.5,112.5,25,01/JAN/1970,15187,110,1724266.75,2026-02-02 14:26:10,106920000000.0,1.2649399,950400000,2026-02-02
325,HEMAS HOLDINGS PLC,HHL.N0000,upload_logo/506_1601461453.jpeg,34.9,34.4,-0.28901734104046245,-0.1,34.5,1000,15/OCT/2003,1469776,323,50806523.5,2026-02-02 14:29:56,103279377675.0,1.2218688,2993605150,2026-02-02
1851,BROWNS INVESTMENTS PLC,BIL.N0000,upload_logo/1077_1601449335.jpeg,7.0,6.7,-1.4492753623188406,-0.1,6.8,20,26/JUL/2011,2051045,253,13957652.1,2026-02-02 14:29:30,97714078728.0,1.1560273,14369717460,2026-02-02
9,NATIONS TRUST BANK PLC,NTB.N0000,upload_logo/387_1216701989.gif,343.5,336.25,-0.6545454545454545,-2.25,341.5,20,03/MAY/1999,44931,145,15317071.0,2026-02-02 14:28:12,97674432240.5,1.1555582,286015907,2026-02-02
165,BUKIT DARAH PLC,BUKI.N0000,upload_logo/456_1192770192.gif,971.75,960.0,0.0,0.0,951.0,2,01/JAN/1970,12,2,11637.5,2026-02-02 10:01:43,97002000000.0,1.1476029,102000000,2026-02-02
322,LB FINANCE PLC,LFIN.N0000,upload_logo/379_1601610854.jpeg,167.0,163.0,-0.4497751124437781,-0.75,166.0,7,30/DEC/1997,27553,158,4555913.5,2026-02-02 14:24:34,91973484576.0,1.088112,554057136,2026-02-02
1789,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,upload_logo/441_1601464990.jpeg,1000.0,980.0,-1.675,-16.75,983.25,3,22/MAR/2011,191,24,188176.5,2026-02-02 14:27:53,84834646780.5,1.0036545,86279834,2026-02-02
511,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,upload_logo/509_1603172545.jpeg,38.7,37.9,0.26246719160104987,0.1,38.2,150,01/JAN/1951,36254,69,1383907.3,2026-02-02 13:56:58,77738462105.0,0.9197015,2035038275,2026-02-02
553,LANKA IOC PLC,LIOC.N0000,upload_logo/729_1603173445.jpeg,144.5,140.0,-3.114186851211073,-4.5,140.0,100,22/DEC/2004,100368,159,14115141.25,2026-02-02 14:21:00,74545198700.0,0.88192296,532465705,2026-02-02
472,ACL CABLES PLC,ACL.N0000,upload_logo/644_1601622355.jpeg,102.0,100.5,0.24752475247524752,0.25,101.25,400,01/JAN/1976,708276,510,71510866.0,2026-02-02 14:28:30,72770821200.0,0.8609308,718724160,2026-02-02
2065,ACCESS ENGINEERING PLC,AEL.N0000,upload_logo/1141_1601609745.jpeg,72.5,70.9,0.41899441340782123,0.3,71.9,25,27/MAR/2012,490085,535,34908139.8,2026-02-02 14:30:05,71900000000.0,0.8506283,1000000000,2026-02-02
239,DFCC BANK PLC,DFCC.N0000,upload_logo/371_1601452506.jpeg,158.0,155.0,-0.3184713375796178,-0.5,156.5,5,01/JAN/1956,96248,273,15019160.0,2026-02-02 14:28:21,68610265125.0,0.81170845,438404250,2026-02-02
238,SUNSHINE HOLDINGS PLC,SUN.N0000,upload_logo/510_1601463649.jpeg,35.9,34.0,0.0,0.0,34.5,1,01/JAN/1983,189790,161,6531489.3,2026-02-02 14:29:19,67892360802.0,0.8032151,1967894516,2026-02-02
91,CEYLINCO HOLDINGS PLC,CINS.N0000,upload_logo/367_1601449623.jpeg,3360.0,3250.0,-3.259171069275988,-109.5,3250.25,10,21/APR/1988,4251,10,13816557.5,2026-02-02 14:24:24,65005000000.0,0.76905555,20000000,2026-02-02
343,AITKEN SPENCE PLC,SPEN.N0000,upload_logo/501_1601609954.jpeg,160.25,157.0,0.4716981132075472,0.75,159.75,100,01/JAN/1983,18895,19,2984372.5,2026-02-02 14:29:00,64857868188.75,0.7673149,405996045,2026-02-02
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,upload_logo/366_1601449552.jpeg,284.0,275.0,-0.08833922261484099,-0.25,282.75,1,01/JAN/1969,11536,90,3206823.0,2026-02-02 14:28:22,64284474130.5,0.76053125,227354462,2026-02-02
4887,WINDFORCE PLC,WIND.N0000,upload_logo/2173_1621840165.jpeg,48.4,46.7,-0.423728813559322,-0.2,47.0,1,22/APR/2021,42339,108,2006376.2,2026-02-02 14:29:06,63602462783.0,0.75246257,1353243889,2026-02-02
77,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,upload_logo/7rxY42O5iDArNVtY_9Feb2024065548GMT_1707461748749.jpeg,146.25,144.25,-0.684931506849315,-1.0,145.0,400,26/APR/1993,159740,188,23174366.0,2026-02-02 14:28:56,61898971265.0,0.73230904,426889457,2026-02-02
387,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,upload_logo/628_1601462449.jpeg,47.5,45.1,1.284796573875803,0.6,47.3,350,01/JAN/1982,256239,167,11750549.5,2026-02-02 14:23:27,58795299228.6,0.6955904,1243029582,2026-02-02
267,COLOMBO DOCKYARD PLC,DOCK.N0000,upload_logo/442_1271068612.jpeg,154.0,142.0,-5.967741935483871,-9.25,145.75,63140,01/JAN/1983,10195266,2379,1473687938.75,2026-02-02 14:41:58,57603909951.5,0.68149537,395224082,2026-02-02
1968,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,upload_logo/1103_1600926857.jpeg,26.3,25.5,0.7751937984496124,0.2,26.0,1,24/NOV/2011,302712,74,7847954.7,2026-02-02 14:29:50,57456548396.0,0.679752,2209867246,2026-02-02
503,ROYAL CERAMICS LANKA PLC,RCL.N0000,upload_logo/683_1282729788.jpeg,51.8,51.0,-1.1538461538461537,-0.6,51.4,3995,03/MAY/1994,415242,212,21321735.2,2026-02-02 14:27:53,56945743376.0,0.6737088,1107893840,2026-02-02
121,AMBEON HOLDINGS PLC,GREG.N0000,upload_logo/782_1601622413.jpeg,156.0,151.25,0.0,0.0,156.0,319,01/JAN/1970,7108,19,1097963.0,2026-02-02 13:53:26,55671667896.0,0.65863556,356869666,2026-02-02
486,PGP GLASS CEYLON PLC,GLAS.N0000,upload_logo/666_1637124028.jpeg,58.4,56.0,0.8695652173913043,0.5,58.0,18,05/SEP/1994,56681,35,3187541.7,2026-02-02 14:26:01,55104992640.0,0.6519314,950086080,2026-02-02
6172,DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,upload_logo/N9aA4wMSQYIhnOjV_4Oct2024065808GMT_1728025088129.png,166.0,162.0,-0.7575757575757576,-1.25,163.75,20000,03/OCT/2024,99294,144,16233223.5,2026-02-02 14:13:06,54581751453.75,0.6457411,333323673,2026-02-02
560,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,upload_logo/458_1192178014.gif,2600.0,2555.0,-1.125,-29.25,2570.75,10,01/JAN/1970,447,20,1155731.0,2026-02-02 13:24:15,53955132367.5,0.6383277,20988090,2026-02-02
162,C I C HOLDINGS PLC,CIC.N0000,upload_logo/493_1601449921.jpeg,37.0,36.7,0.5449591280653951,0.2,36.9,10,11/OCT/1964,172798,135,6351251.8,2026-02-02 14:29:24,53800200000.0,0.63649476,1458000000,2026-02-02
148,WATAWALA  PLANTATIONS  PLC,WATA.N0000,upload_logo/728_1601464378.jpeg,48.2,47.2,-1.0395010395010396,-0.5,47.6,2,01/DEC/1997,136394,160,6486265.0,2026-02-02 14:29:06,48387454654.0,0.57245815,1016543165,2026-02-02
425,UNION ASSURANCE PLC,UAL.N0000,upload_logo/450_1601464021.jpeg,80.0,79.5,0.5031446540880503,0.4,79.9,100,29/JUL/1988,3354,25,267574.0,2026-02-02 14:29:06,47083929028.0,0.5570365,589285720,2026-02-02
131,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,upload_logo/668_1674725006.jpeg,196.0,193.0,-0.5128205128205128,-1.0,194.0,50,14/OCT/1996,8359,103,1626024.75,2026-02-02 14:25:02,46560000000.0,0.55083805,240000000,2026-02-02
4986,PRIME LANDS RESIDENCIES PLC,PLR.N0000,upload_logo/oc39KineiYln5UAB_20Jun2024104606GMT_1718880366051.png,48.2,47.0,1.2658227848101267,0.6,48.0,400,08/JUN/2021,3459516,825,165360859.4,2026-02-02 14:29:15,45000000000.0,0.53238213,937500000,2026-02-02
389,KOTMALE HOLDINGS PLC,LAMB.N0000,,1362.0,1362.0,0.0,0.0,1400.0,1,01/JAN/1969,1,1,1362.0,2026-02-02 12:34:39,43960000000.0,0.5200782,31400000,2026-02-02
340,HATTON NATIONAL BANK PLC,HNB.X0000,upload_logo/q5ADDCBJcSu1tpSc_16May2023081336GMT_1684224816035.jpeg,372.75,360.0,-1.2768817204301075,-4.75,367.25,100,01/JAN/1971,100929,307,37040896.75,2026-02-02 14:26:39,42546912154.5,0.50336033,115852722,2026-02-02
1798,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,upload_logo/1063_1448356254.jpeg,133.0,128.5,1.37524557956778,1.75,129.0,10,01/JUN/2011,209211,421,27252399.25,2026-02-02 14:29:56,41031593085.0,0.48543304,318074365,2026-02-02
2145,AMBEON CAPITAL PLC,TAP.N0000,upload_logo/1181_1601622394.jpeg,42.0,40.6,-1.6826923076923077,-0.7,40.9,200,17/MAY/2012,206436,197,8490481.7,2026-02-02 14:27:00,41011444933.5,0.48519468,1002724815,2026-02-02
262,UNITED MOTORS LANKA PLC,UML.N0000,upload_logo/697_1601464236.jpeg,41.1,39.9,-1.9607843137254901,-0.8,40.0,5000,05/DEC/1989,691940,322,27783526.8,2026-02-02 14:29:15,40360250400.0,0.47749057,1009006260,2026-02-02
25,BROWN & COMPANY PLC,BRWN.N0000,upload_logo/764_1601449263.jpeg,193.25,185.0,-1.9505851755526658,-3.75,188.5,20,25/APR/1991,62417,169,11717699.75,2026-02-02 14:28:41,40079812500.0,0.4741728,212625000,2026-02-02
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,upload_logo/521_1192527461.gif,117.75,115.0,1.312910284463895,1.5,115.75,100,01/JAN/1980,42874,48,4934165.0,2026-02-02 14:27:16,38925568657.5,0.4605173,336290010,2026-02-02
225,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,upload_logo/512_1457953165.jpeg,35.0,30.4,4.361370716510903,1.4,33.5,3500,01/JUN/1986,498995,182,16420535.9,2026-02-02 14:29:38,38107375466.0,0.45083746,1137533596,2026-02-02
6378,CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,upload_logo/juW3RbOmNxCs9Okc_29May2025100308GMT_1748512988639.png,18.0,17.8,0.5617977528089888,0.1,17.9,33,30/MAY/2025,180216,87,3214812.7,2026-02-02 14:26:22,37089683275.5,0.43879744,2072049345,2026-02-02
31,HAYCARB PLC,HAYC.N0000,upload_logo/494_1600924411.jpeg,126.0,124.5,-0.2,-0.25,124.75,74,01/JAN/1975,59671,73,7433089.25,2026-02-02 14:27:54,37066187812.5,0.43851948,297123750,2026-02-02
399,DIPPED PRODUCTS PLC,DIPD.N0000,upload_logo/670_1603172470.jpeg,61.5,59.7,-0.16638935108153077,-0.1,60.0,2,01/JAN/1982,349067,226,20941894.6,2026-02-02 14:26:14,35916907200.0,0.42492265,598615120,2026-02-02
354,PALM GARDEN HOTELS PLC,PALM.N0000,upload_logo/529_1601462485.jpeg,74.9,69.0,5.524079320113314,3.9,74.5,80,08/MAR/1993,1294,9,90579.9,2026-02-02 14:13:27,35457306500.0,0.41948524,475937000,2026-02-02
42,SEYLAN BANK PLC,SEYB.N0000,upload_logo/443_1601463191.jpeg,111.0,108.0,2.3094688221709005,2.5,110.75,26,05/JAN/1989,559414,84,61944622.0,2026-02-02 14:29:22,33804990772.75,0.39993718,305236937,2026-02-02
411,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,upload_logo/688_1601611429.jpeg,112.0,110.5,1.3636363636363635,1.5,111.5,50,01/JAN/1984,29714,107,3294658.5,2026-02-02 14:29:15,32784345000.0,0.3878622,294030000,2026-02-02
104,JOHN KEELLS HOTELS PLC,KHL.N0000,upload_logo/561_1601461800.jpeg,22.0,21.1,-1.3888888888888888,-0.3,21.3,50,17/SEP/2004,139247,168,2974061.2,2026-02-02 14:20:14,31015926414.0,0.36694056,1456146780,2026-02-02
279,KELANI CABLES PLC,KCAB.N0000,upload_logo/672_1400232738.jpeg,143.0,136.0,-1.7889087656529516,-2.5,137.25,1,01/JAN/1974,39079,199,5389058.25,2026-02-02 14:28:32,29920500000.0,0.35398087,218000000,2026-02-02
941,JANASHAKTHI INSURANCE PLC,JINS.N0000,upload_logo/841_1601610813.jpeg,132.0,130.25,0.5758157389635317,0.75,131.0,242,21/JUL/2008,43156,70,5674535.5,2026-02-02 14:27:08,29674926043.0,0.35107556,226526153,2026-02-02
74,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,upload_logo/671_1601449742.jpeg,489.0,470.25,-0.8868022952529995,-4.25,475.0,1,01/JAN/1984,73730,162,35038511.0,2026-02-02 14:29:46,28500000000.0,0.33717534,60000000,2026-02-02
3815,R I L PROPERTY PLC,RIL.N0000,upload_logo/1544_1496204709.jpeg,36.3,35.0,0.5698005698005698,0.2,35.3,1000,04/MAY/2017,503866,137,17917482.0,2026-02-02 14:23:48,28240000000.0,0.33409935,800000000,2026-02-02
518,LANKA MILK FOODS (CWE) PLC,LMF.N0000,upload_logo/486_1192178729.gif,70.0,69.1,0.7204610951008645,0.5,69.9,10,01/JAN/1983,406114,199,28346938.4,2026-02-02 14:27:41,27958602000.0,0.33077022,399980000,2026-02-02
118,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,upload_logo/364_1637638812.jpeg,88.6,83.5,0.0,0.0,86.8,1,24/NOV/2000,356753,281,30274726.7,2026-02-02 14:29:46,27464062500.0,0.32491946,316406250,2026-02-02
105,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,upload_logo/388_1601462524.jpeg,60.5,59.1,-0.6655574043261231,-0.4,59.7,13,05/APR/2005,104416,252,6211183.9,2026-02-02 14:27:24,26420929251.3,0.31257847,442561629,2026-02-02
528,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,upload_logo/698_1669717288.jpeg,65.2,64.5,-0.7680491551459293,-0.5,64.6,6,22/AUG/1994,133734,196,8646427.0,2026-02-02 14:26:45,26163000000.0,0.30952698,405000000,2026-02-02
143,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,upload_logo/690_1603172194.jpeg,58.0,57.3,0.0,0.0,58.0,518,30/JAN/2004,27598,15,1600146.4,2026-02-02 12:32:03,25680967400.0,0.3038242,442775300,2026-02-02
327,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,upload_logo/489_1601452595.jpeg,1230.25,1230.0,0.0,0.0,1236.0,1,01/JAN/1982,18,6,22142.75,2026-02-02 12:55:31,25631550000.0,0.30323952,20737500,2026-02-02
